26.4, 0
26.5, 0
26.6, 0
26.7, 0
26.8, 0
26.9, 1
27, 1
27.1, 2
27.2, 2
27.3, 2
27.4, 2
27.5, 2
27.6, 2
27.7, 2
27.8, 2
27.9, 1
28, 1
28.1, 1
28.2, 1
28.3, 1
28.4, 2
28.5, 2
28.6, 2
28.7, 2
28.8, 2
28.9, 3
29, 3
29.1, 3
29.2, 3
29.3, 3
29.4, 3
29.5, 3
29.6, 3
29.7, 4
29.8, 4
29.9, 4
30, 4
30.1, 4
30.2, 4
30.3, 5
30.4, 5
30.5, 6
30.6, 6
30.7, 6
30.8, 6
30.9, 6
31, 6
31.1, 6
31.2, 6
31.3, 6
31.4, 6
31.5, 6
31.6, 6
31.7, 6
31.8, 6
31.9, 6
32, 7
32.1, 5
32.2, 5
32.3, 6
32.4, 6
32.5, 6
32.6, 6
32.7, 6
32.8, 6
32.9, 6
33, 6
33.1, 6
33.2, 6
33.3, 7
33.4, 7
33.5, 7
33.6, 7
33.7, 7
33.8, 7
33.9, 8
34, 8
34.1, 8
34.2, 9
34.3, 9
34.4, 9
34.5, 9
34.6, 9
34.7, 9
34.8, 9
34.9, 9
35, 9
35.1, 9
35.2, 9
35.3, 9
35.4, 9
35.5, 8
35.6, 8
35.7, 8
35.8, 8
35.9, 8
36, 8
36.1, 8
36.2, 8
36.3, 8
36.4, 8
36.5, 8
36.6, 8
36.7, 8
36.8, 8
36.9, 8
37, 8
37.1, 8
37.2, 8
37.3, 8
37.4, 8
37.5, 9
37.6, 9
37.7, 10
37.8, 10
37.9, 10
38, 10
38.1, 10
38.2, 10
38.3, 9
38.4, 9
38.5, 9
38.6, 9
38.7, 9
38.8, 8
38.9, 8
39, 8
39.1, 8
39.2, 8
39.3, 7
39.4, 7
39.5, 7
39.6, 7
39.7, 7
39.8, 7
39.9, 7
40, 7
40.1, 7
40.2, 7
40.3, 7
40.4, 7
40.5, 8
40.6, 8
40.7, 8
40.8, 8
40.9, 8
41, 8
41.1, 8
41.2, 8
41.3, 8
41.4, 9
41.5, 9
41.6, 9
41.7, 9
41.8, 9
41.9, 9
42, 9
42.1, 9
42.2, 9
42.3, 9
42.4, 9
42.5, 9
42.6, 9
42.7, 9
42.8, 9
42.9, 9
43, 9
43.1, 9
43.2, 9
43.3, 9
43.4, 9
43.5, 9
43.6, 9
43.7, 9
43.8, 9
43.9, 9
44, 9
44.1, 9
44.2, 9
44.3, 9
44.4, 7
44.5, 7
44.6, 7
44.7, 7
44.8, 7
44.9, 7
45, 7
45.1, 7
45.2, 7
45.3, 7
45.4, 6
45.5, 6
45.6, 5
45.7, 5
45.8, 5
45.9, 5
46, 5
46.1, 5
46.2, 5
46.3, 6
46.4, 6
46.5, 6
46.6, 6
46.7, 5
46.8, 5
46.9, 5
47, 5
47.1, 5
47.2, 5
47.3, 5
47.4, 5
47.5, 5
47.6, 5
47.7, 6
47.8, 6
47.9, 6
48, 6
48.1, 6
48.2, 6
48.3, 6
48.4, 5
48.5, 5
48.6, 5
48.7, 5
48.8, 5
48.9, 5
49, 5
49.1, 6
49.2, 6
49.3, 6
49.4, 6
49.5, 6
49.6, 5
49.7, 5
49.8, 5
49.9, 4
50, 4
50.1, 4
50.2, 4
50.3, 4
50.4, 4
50.5, 3
50.6, 3
50.7, 3
50.8, 3
50.9, 2
51, 2
51.1, 2
51.2, 2
51.3, 1
51.4, 1
51.5, 1
51.6, 1
51.7, 2
51.8, 3
51.9, 3
52, 3
52.1, 2
52.2, 2
52.3, 2
52.4, 2
52.5, 2
52.6, 2
52.7, 2
52.8, 2
52.9, 3
53, 3
53.1, 3
53.2, 3
53.3, 2
53.4, 2
53.5, 2
53.6, 2
53.7, 3
53.8, 3
53.9, 3
54, 3
54.1, 3
54.2, 3
54.3, 3
54.4, 2
54.5, 2
54.6, 2
54.7, 2
54.8, 1
54.9, 1
55, 1
55.1, 0
55.2, 0
55.3, 0
55.4, 0
55.5, 0
55.6, 0
55.7, 1
55.8, 1
55.9, 1
56, 1
56.1, 1
56.2, 1
56.3, 1
56.4, 1
56.5, 1
56.6, 1
56.7, 1
56.8, 1
56.9, 1
57, 1
57.1, 1
57.2, 1
57.3, 1
57.4, 1
57.5, 1
57.6, 1
57.7, 1
57.8, 0
57.9, 0
58, 0
58.1, 0
58.2, 0
58.3, 0
58.4, 0
58.5, 0
58.6, 0
58.7, 0
58.8, 0
58.9, 0
59, 0
59.1, 0
59.2, 0
59.3, 0
59.4, 0
59.5, 0
59.6, 0
59.7, 0
59.8, 0
59.9, 0
60, 0
60.1, 0
60.2, 0
60.3, 1
60.4, 1
60.5, 0
60.6, 0
60.7, 1
60.8, 1
60.9, 2
61, 2
61.1, 2
61.2, 2
61.3, 2
61.4, 3
61.5, 3
61.6, 3
61.7, 3
61.8, 3
61.9, 3
62, 3
62.1, 3
62.2, 3
62.3, 3
62.4, 3
62.5, 3
62.6, 3
62.7, 3
62.8, 3
62.9, 2
63, 2
63.1, 2
63.2, 2
63.3, 2
63.4, 2
63.5, 1
63.6, 2
63.7, 2
63.8, 3
63.9, 3
64, 3
64.1, 3
64.2, 3
64.3, 3
64.4, 3
64.5, 3
64.6, 3
64.7, 3
64.8, 4
64.9, 4
65, 4
65.1, 4
65.2, 4
65.3, 4
65.4, 5
65.5, 4
65.6, 3
65.7, 3
65.8, 2
65.9, 3
66, 3
66.1, 3
66.2, 3
66.3, 3
66.4, 3
66.5, 3
66.6, 3
66.7, 2
66.8, 2
66.9, 1
67, 1
67.1, 1
67.2, 1
67.3, 1
67.4, 2
67.5, 2
67.6, 2
67.7, 2
67.8, 2
67.9, 2
68, 2
68.1, 3
68.2, 3
68.3, 3
68.4, 3
68.5, 3
68.6, 3
68.7, 3
68.8, 3
68.9, 3
69, 3
69.1, 3
69.2, 3
69.3, 3
69.4, 3
69.5, 4
69.6, 3
69.7, 3
69.8, 3
69.9, 3
70, 3
70.1, 4
70.2, 4
70.3, 3
70.4, 2
70.5, 2
70.6, 2
70.7, 2
70.8, 2
70.9, 2
71, 2
71.1, 2
71.2, 2
71.3, 2
71.4, 2
71.5, 2
71.6, 2
71.7, 2
71.8, 3
71.9, 3
72, 2
72.1, 2
72.2, 3
72.3, 3
72.4, 3
72.5, 2
72.6, 2
72.7, 2
72.8, 2
72.9, 2
73, 2
73.1, 2
73.2, 2
73.3, 2
73.4, 2
73.5, 3
73.6, 4
73.7, 4
73.8, 4
73.9, 4
74, 5
74.1, 5
74.2, 5
74.3, 5
74.4, 5
74.5, 5
74.6, 5
74.7, 6
74.8, 6
74.9, 6
75, 6
75.1, 6
75.2, 6
75.3, 6
75.4, 6
75.5, 7
75.6, 7
75.7, 6
75.8, 6
75.9, 6
76, 6
76.1, 7
76.2, 7
76.3, 7
76.4, 6
76.5, 5
76.6, 5
76.7, 5
76.8, 5
76.9, 5
77, 5
77.1, 5
77.2, 5
77.3, 5
77.4, 5
77.5, 5
77.6, 5
77.7, 5
77.8, 5
77.9, 5
78, 5
78.1, 5
78.2, 5
78.3, 5
78.4, 5
78.5, 5
78.6, 5
78.7, 5
78.8, 5
78.9, 5
79, 5
79.1, 5
79.2, 5
79.3, 5
79.4, 5
79.5, 5
79.6, 5
79.7, 5
79.8, 6
79.9, 6
80, 5
80.1, 5
80.2, 5
80.3, 5
80.4, 5
80.5, 5
80.6, 5
80.7, 5
80.8, 5
80.9, 5
81, 5
81.1, 5
81.2, 5
81.3, 5
81.4, 5
81.5, 5
81.6, 4
81.7, 4
81.8, 4
81.9, 4
82, 4
82.1, 4
82.2, 4
82.3, 4
82.4, 4
82.5, 4
82.6, 4
82.7, 4
82.8, 4
82.9, 4
83, 4
83.1, 4
83.2, 4
83.3, 4
83.4, 6
83.5, 7
83.6, 7
83.7, 6
83.8, 5
83.9, 5
84, 4
84.1, 4
84.2, 4
84.3, 4
84.4, 3
84.5, 3
84.6, 3
84.7, 3
84.8, 3
84.9, 2
85, 2
85.1, 2
85.2, 3
85.3, 4
85.4, 4
85.5, 4
85.6, 4
85.7, 4
85.8, 3
85.9, 3
86, 3
86.1, 3
86.2, 2
86.3, 2
86.4, 2
86.5, 2
86.6, 2
86.7, 2
86.8, 3
86.9, 3
87, 3
87.1, 3
87.2, 2
87.3, 2
87.4, 2
87.5, 2
87.6, 2
87.7, 2
87.8, 2
87.9, 2
88, 2
88.1, 2
88.2, 3
88.3, 3
88.4, 3
88.5, 3
88.6, 3
88.7, 3
88.8, 3
88.9, 4
89, 4
89.1, 4
89.2, 4
89.3, 4
89.4, 4
89.5, 3
89.6, 3
89.7, 3
89.8, 3
89.9, 3
90, 3
90.1, 3
90.2, 3
90.3, 3
90.4, 3
90.5, 3
90.6, 3
90.7, 3
90.8, 2
90.9, 2
91, 2
91.1, 2
91.2, 2
91.3, 1
91.4, 1
91.5, 2
91.6, 2
91.7, 1
91.8, 1
91.9, 1
92, 1
92.1, 1
92.2, 1
92.3, 1
92.4, 1
92.5, 1
92.6, 0
92.7, 0
92.8, 0
92.9, 0
93, 0
93.1, 0
93.2, 0
93.3, 0
93.4, 0
93.5, 1
93.6, 1
93.7, 1
93.8, 1
93.9, 1
94, 1
94.1, 1
94.2, 1
94.3, 1
94.4, 1
94.5, 1
94.6, 1
94.7, 1
94.8, 1
94.9, 0
95, 0
95.1, 0
95.2, 0
95.3, 0
95.4, 0
95.5, 0
95.6, 0
95.7, 1
95.8, 1
95.9, 1
96, 1
96.1, 1
96.2, 1
96.3, 0
96.4, 1
96.5, 1
96.6, 1
96.7, 1
96.8, 2
96.9, 2
97, 2
97.1, 2
97.2, 3
97.3, 3
97.4, 2
97.5, 2
97.6, 3
97.7, 3
97.8, 3
97.9, 3
98, 3
98.1, 3
98.2, 3
98.3, 3
98.4, 2
98.5, 2
98.6, 3
98.7, 3
98.8, 3
98.9, 3
99, 3
99.1, 3
99.2, 3
99.3, 3
99.4, 3
99.5, 3
99.6, 3
99.7, 3
99.8, 3
99.9, 3
100, 3
